de_rank,gene,log2_fold_change,p_value,p_adjusted,neg_log10_pval,neg_log10_padj,regulation,mean_expr_this,mean_expr_other,pct_expressing_this,pct_expressing_other,pct_diff,cohens_d,is_significant,is_upregulated,is_downregulated
86,COL5A3,3.921267618138557,2.176711315131028e-29,5.12236956223769e-28,28.662199165152323,27.290529091808494,UP,4.120073308439772,0.19880569030121484,53.333333333333336,2.8203859475507174,50.51294738578262,3.2340735646393064,1,1,0
87,PIK3CD,3.3550704954120967,1.4691420470690753e-33,4.0778109383391644e-32,32.83293621151005,31.38957291351115,UP,3.4857126270215573,0.13064213160946042,46.666666666666664,1.7812963879267687,44.8853702787399,3.2844264395851916,1,1,0
88,EHD2,2.3761401786750644,1.725540330780232e-46,6.441025545067591e-45,45.763074885557884,44.191044978431435,UP,2.4163394346389726,0.04019925596390801,33.33333333333333,0.5442850074220682,32.78904832591126,3.871058897299728,1,1,0
89,PARD3,6.977678033629251,6.584223358694408e-17,1.0255283145016831e-15,16.181495444836628,14.989052344401337,UP,8.77812650223368,1.8004484686044298,100.0,23.05789213260762,76.94210786739238,2.118125229131231,1,1,0
90,ARHGAP10,6.05609891112257,4.2609840177893283e-19,7.321452697233251e-18,18.37049009475963,17.13540273918781,UP,7.074561223784381,1.0184623126618113,86.66666666666667,14.101929737753588,72.56473692891308,2.396531519631936,1,1,0
91,GPC5,7.552504222431502,1.5303501083402811e-15,2.316928660529167e-14,14.81520920138752,13.635087338163197,UP,9.610086694336056,2.0575824719045537,100.0,23.998020781791194,76.0019792182088,2.048729193712358,1,1,0
92,COL4A3,5.501360902577258,1.5456823600196704e-20,2.8359341605445644e-19,19.81087974939836,18.547303856015102,UP,6.2057050196174295,0.7043441170401709,80.0,9.995051954477981,70.00494804552201,2.580515520278965,1,1,0
93,P2RY14,4.5924829836801875,1.0966010006268397e-23,2.2610868251020075e-22,22.959951362167185,21.64568276054774,UP,4.922392234364005,0.32990925068381777,60.0,4.75012370113805,55.24987629886195,3.0327762265345846,1,1,0
94,HIF1A-AS3,2.9322599827646467,5.9413751731440374e-36,1.7620653766927178e-34,35.226113022866244,33.753977982297314,UP,3.012677177909299,0.0804171951446521,40.0,1.1875309252845125,38.81246907471549,3.685546021864026,1,1,0
95,YAP1,4.074284306187092,1.2213558221543775e-23,2.4945616556266295e-22,22.913157792987253,21.603005757562638,UP,4.39733792740704,0.32305362121994824,60.0,4.354280059376546,55.64571994062345,2.638794233905312,1,1,0
96,LHFPL6,6.703667589931414,8.249919394239941e-15,1.2068294249006398e-13,14.083550294699508,12.918354109405081,UP,8.542109112366704,1.8384415224352904,93.33333333333333,23.404255319148938,69.9290780141844,2.006472545709359,1,1,0
97,ARHGAP6,5.100836661630287,1.5106209513294377e-18,2.5751924091560888e-17,17.82084449621527,16.58919031648184,UP,5.763598554936391,0.6627618933061045,73.33333333333333,9.153884215734784,64.17944911759855,2.4148999006768794,1,1,0
98,SLC1A3,6.439107913600785,8.114779773801242e-15,1.1951359326720876e-13,14.090723261952439,12.922582696011231,UP,8.193931129965968,1.754823216365183,93.33333333333333,23.35477486392875,69.97855846940458,2.0120125001320215,1,1,0
99,MXRA8,2.361367773112639,3.3048197591634773e-37,1.0077372927590039e-35,36.480852221423504,34.99665266945319,UP,2.414691330380648,0.053323557268009164,33.33333333333333,0.7422068283028204,32.59112650503051,3.4800361190238838,1,1,0
100,ITGA7,2.8823714725005014,1.288283150502957e-30,3.320396453379645e-29,29.889988673322335,28.478810058694833,UP,2.9847142028686457,0.10234273036814444,40.0,1.4349332013854528,38.565066798614545,3.1993896210547117,1,1,0
101,ANO3,4.7056758199414155,2.7010512748313876e-19,4.715948395169318e-18,18.56846717139753,17.326430955870382,UP,5.208585403241748,0.5029095833003324,66.66666666666666,7.125185551707075,59.54148111495958,2.553942223350951,1,1,0
102,PTPRK,6.748396965881666,8.631188716267329e-14,1.229376550705182e-12,13.063929387672534,11.910315074927922,UP,9.657075682309545,2.908678716427879,100.0,35.72488866897576,64.27511133102425,1.7233457869806923,1,1,0
103,LAMC1,4.118269989937061,5.3984373188469845e-21,1.034302371265816e-19,20.267731936847103,18.985352479641136,UP,4.484703193857263,0.36643320392020207,60.0,5.1954477981197424,54.804552201880256,2.5815928762129867,1,1,0
